School Name,Type,Budget,Size,Student Name,Grade,Math Score,Reading Score
Johnson High School,District,3094650,4761,Mr. Jose Moran,9th,78,64
Johnson High School,District,3094650,4761,Theresa French,9th,96,92
Johnson High School,District,3094650,4761,Robert Allen,12th,58,91
Johnson High School,District,3094650,4761,Norma Larson,9th,67,70
Johnson High School,District,3094650,4761,Allison Perkins MD,12th,68,85
Johnson High School,District,3094650,4761,Matthew Wilson,11th,87,69
Johnson High School,District,3094650,4761,Annette French,9th,91,85
Johnson High School,District,3094650,4761,Samantha Smith,10th,91,94
Johnson High School,District,3094650,4761,Megan Taylor,10th,93,87
Johnson High School,District,3094650,4761,Carl Turner,10th,65,75
Johnson High School,District,3094650,4761,Robert Savage,9th,61,66
Johnson High School,District,3094650,4761,Stephanie Zimmerman,10th,60,66
Johnson High School,District,3094650,4761,Ronald Bishop,9th,88,92
Johnson High School,District,3094650,4761,Robert Fitzgerald,12th,64,87
Johnson High School,District,3094650,4761,Robert Johnson,9th,68,80
Johnson High School,District,3094650,4761,James Dixon,11th,92,99
Johnson High School,District,3094650,4761,Lisa Smith,10th,84,69
Johnson High School,District,3094650,4761,Sharon Jones,10th,64,84
Johnson High School,District,3094650,4761,Nicholas Zuniga,12th,95,91
Johnson High School,District,3094650,4761,Jacob Brewer,10th,61,64
Johnson High School,District,3094650,4761,Vincent Mitchell,11th,85,85
Johnson High School,District,3094650,4761,Amy Moore,9th,77,86
Johnson High School,District,3094650,4761,Cynthia Brown,12th,85,83
Johnson High School,District,3094650,4761,Teresa Rich,12th,59,94
Johnson High School,District,3094650,4761,William Walker,9th,92,85
Johnson High School,District,3094650,4761,Heather Butler,9th,55,78
Johnson High School,District,3094650,4761,Courtney Hill,11th,71,90
Johnson High School,District,3094650,4761,Vincent Kramer,9th,76,92
Johnson High School,District,3094650,4761,Jordan Clark,12th,66,99
Johnson High School,District,3094650,4761,Danielle Ferrell,9th,81,87
Johnson High School,District,3094650,4761,Emily Santiago,9th,92,68
Johnson High School,District,3094650,4761,James Jackson,11th,70,74
Johnson High School,District,3094650,4761,Paul Patterson,10th,93,74
Johnson High School,District,3094650,4761,Connie Nash,11th,98,76
Johnson High School,District,3094650,4761,John Flores,12th,94,78
Johnson High School,District,3094650,4761,James Jordan,11th,63,68
Johnson High School,District,3094650,4761,Brenda Williams,12th,61,84
Johnson High School,District,3094650,4761,Ricardo Rogers,11th,73,77
Johnson High School,District,3094650,4761,Michael Gonzales,12th,85,72
Johnson High School,District,3094650,4761,Kenneth Johnson,10th,92,88
Johnson High School,District,3094650,4761,Lisa Williams,10th,57,83
Johnson High School,District,3094650,4761,Sheri Stewart,11th,91,65
Johnson High School,District,3094650,4761,Daniel Schmidt,11th,91,68
Johnson High School,District,3094650,4761,Yolanda Caldwell,9th,72,78
Johnson High School,District,3094650,4761,Bobby Cowan,12th,75,81
Johnson High School,District,3094650,4761,James Smith,9th,68,74
Johnson High School,District,3094650,4761,Matthew Harris,11th,68,63
Johnson High School,District,3094650,4761,Matthew Wong,10th,55,77
Johnson High School,District,3094650,4761,Natalie Smith,11th,68,73
Johnson High School,District,3094650,4761,Christopher Simon,9th,56,66
Johnson High School,District,3094650,4761,Bob Hayes,12th,76,75
Johnson High School,District,3094650,4761,Heather Santiago,11th,90,77
Johnson High School,District,3094650,4761,William Holden,10th,99,63
Johnson High School,District,3094650,4761,Shelley Smith,9th,63,66
Johnson High School,District,3094650,4761,Catherine Ray,10th,62,78
Johnson High School,District,3094650,4761,Alexis Charles,10th,74,97
Johnson High School,District,3094650,4761,David Scott,11th,84,91
Johnson High School,District,3094650,4761,Terrance Wells,10th,56,66
Johnson High School,District,3094650,4761,Robert Hall,9th,93,70
Johnson High School,District,3094650,4761,Alec Rodriguez,9th,98,82
Johnson High School,District,3094650,4761,Robert Small,10th,98,63
Johnson High School,District,3094650,4761,Erika Hill,12th,57,86
Johnson High School,District,3094650,4761,Jenna Garza,12th,60,92
Johnson High School,District,3094650,4761,Mary Palmer,12th,91,91
Johnson High School,District,3094650,4761,Nicholas Merritt,9th,55,68
Johnson High School,District,3094650,4761,Craig Graves,11th,95,78
Johnson High School,District,3094650,4761,Stephanie Davis,11th,93,98
Johnson High School,District,3094650,4761,Larry Gray,9th,62,83
Johnson High School,District,3094650,4761,Joshua Patterson,9th,86,89
Johnson High School,District,3094650,4761,Michael Brandt,11th,58,94
Johnson High School,District,3094650,4761,Katelyn Ross,11th,94,82
Johnson High School,District,3094650,4761,Sergio Reyes,12th,83,63
Johnson High School,District,3094650,4761,Diane Munoz,10th,69,75
Johnson High School,District,3094650,4761,David Mcdowell,10th,70,84
Johnson High School,District,3094650,4761,Amy Shaffer,11th,92,69
Johnson High School,District,3094650,4761,Brandon Nguyen,9th,97,91
Johnson High School,District,3094650,4761,Jennifer Lopez,9th,78,94
Johnson High School,District,3094650,4761,Troy Monroe,10th,99,76
Johnson High School,District,3094650,4761,Diane Meyer,10th,75,94
Johnson High School,District,3094650,4761,Gary Hoffman,12th,58,94
Johnson High School,District,3094650,4761,Cesar Wright,12th,97,98
Johnson High School,District,3094650,4761,Jamie Boyd,9th,62,97
Johnson High School,District,3094650,4761,Anthony Clark,9th,63,97
Johnson High School,District,3094650,4761,Crystal Zamora,9th,90,78
Johnson High School,District,3094650,4761,Timothy Wilkinson,12th,59,99
Johnson High School,District,3094650,4761,Stephanie Long,11th,67,79
Johnson High School,District,3094650,4761,Susan Jones,10th,97,84
Johnson High School,District,3094650,4761,Ashley Krueger,9th,67,79
Johnson High School,District,3094650,4761,Chase Yates,11th,67,85
Johnson High School,District,3094650,4761,Sherry Dickerson,10th,59,73
Johnson High School,District,3094650,4761,Leslie Pennington,9th,87,89
Johnson High School,District,3094650,4761,Nicholas Brown,9th,81,74
Johnson High School,District,3094650,4761,Erin Williams,9th,74,76
Johnson High School,District,3094650,4761,Steve Hardin,11th,68,64
Johnson High School,District,3094650,4761,Robert Snyder,11th,87,88
Johnson High School,District,3094650,4761,Andrew Powell,10th,92,79
Johnson High School,District,3094650,4761,Kyle Callahan,10th,63,99
Johnson High School,District,3094650,4761,Austin Sims,11th,72,87
Johnson High School,District,3094650,4761,Leslie Wood,12th,75,87
Johnson High School,District,3094650,4761,Nathan Ramirez,9th,85,88
Johnson High School,District,3094650,4761,Robert Gaines,9th,73,98
Johnson High School,District,3094650,4761,Faith Beck,12th,87,89
Johnson High School,District,3094650,4761,Alexandria Howard,9th,77,68
Johnson High School,District,3094650,4761,Brendan Smith,10th,79,88
Johnson High School,District,3094650,4761,David Collins,9th,96,70
Johnson High School,District,3094650,4761,Jason Reyes,10th,72,69
Johnson High School,District,3094650,4761,Matthew Jones,12th,75,81
Johnson High School,District,3094650,4761,John Duncan,11th,80,67
Johnson High School,District,3094650,4761,Laura Reese,10th,78,84
Johnson High School,District,3094650,4761,April Branch,11th,58,88
Johnson High School,District,3094650,4761,Erica Brown,12th,65,95
Johnson High School,District,3094650,4761,Christopher Murray,11th,58,65
Johnson High School,District,3094650,4761,Judith Carney,11th,98,75
Johnson High School,District,3094650,4761,Holly Dennis,9th,71,88
Johnson High School,District,3094650,4761,James Quinn,10th,81,84
Johnson High School,District,3094650,4761,Jesse Moore,12th,59,80
Johnson High School,District,3094650,4761,Cheyenne Ellis,12th,93,76
Johnson High School,District,3094650,4761,Lisa Monroe DDS,10th,82,69
Johnson High School,District,3094650,4761,Cheryl Adkins,10th,89,83
Johnson High School,District,3094650,4761,Julie Humphrey,10th,59,89
Johnson High School,District,3094650,4761,Brittany Harris,12th,82,80
Johnson High School,District,3094650,4761,John Horn,12th,79,81
Johnson High School,District,3094650,4761,Eric Booth,9th,88,80
Johnson High School,District,3094650,4761,Margaret Gray,9th,66,66
Johnson High School,District,3094650,4761,Jordan Jackson,10th,95,93
Johnson High School,District,3094650,4761,Ashley Brown,9th,56,93
Johnson High School,District,3094650,4761,Christina Monroe,10th,86,96
Johnson High School,District,3094650,4761,Mark Castro,11th,66,83
Johnson High School,District,3094650,4761,John Morrison,12th,64,93
Johnson High School,District,3094650,4761,Michelle Hernandez,9th,81,87
Johnson High School,District,3094650,4761,Amanda Bates,11th,76,69
Johnson High School,District,3094650,4761,Steven Hawkins,9th,59,72
Johnson High School,District,3094650,4761,Kathy Miller,9th,83,81
Johnson High School,District,3094650,4761,Michael Martinez,11th,63,64
Johnson High School,District,3094650,4761,Devin Tucker,9th,88,76
Johnson High School,District,3094650,4761,Michael Johnson,10th,83,75
Johnson High School,District,3094650,4761,Marcus Weeks,9th,89,99
Johnson High School,District,3094650,4761,Matthew Willis,12th,96,75
Johnson High School,District,3094650,4761,Kenneth Cervantes DDS,10th,80,92
Johnson High School,District,3094650,4761,Michelle Morgan,10th,67,98
Johnson High School,District,3094650,4761,Kenneth Barr,12th,99,93
Johnson High School,District,3094650,4761,Sandra Freeman MD,12th,56,69
Johnson High School,District,3094650,4761,John Perez,9th,62,68
Johnson High School,District,3094650,4761,Michelle Hampton,9th,80,70
Johnson High School,District,3094650,4761,Arthur Huynh,12th,95,64
Johnson High School,District,3094650,4761,Catherine Bowman,11th,55,83
Johnson High School,District,3094650,4761,Stephanie Baldwin,9th,57,86
Johnson High School,District,3094650,4761,Sonya Gordon,12th,73,87
Johnson High School,District,3094650,4761,Mr. Patrick Rodriguez MD,11th,79,74
Johnson High School,District,3094650,4761,Amanda James,11th,97,93
Johnson High School,District,3094650,4761,Samantha Edwards,12th,74,94
Johnson High School,District,3094650,4761,Kelly Fuller,10th,84,83
Johnson High School,District,3094650,4761,Bradley Burch,9th,94,63
Johnson High School,District,3094650,4761,Elizabeth Lawson,11th,86,83
Johnson High School,District,3094650,4761,Gary Maldonado,9th,58,92
Johnson High School,District,3094650,4761,Kimberly Holloway,9th,61,67
Johnson High School,District,3094650,4761,Jeremiah Hardin,9th,89,89
Johnson High School,District,3094650,4761,Sheri Holden,9th,72,64
Johnson High School,District,3094650,4761,Amy Small,11th,89,78
Johnson High School,District,3094650,4761,Sara Patrick,12th,57,81
Johnson High School,District,3094650,4761,Andrew Sanders,9th,73,77
Johnson High School,District,3094650,4761,Nathaniel Frazier,10th,99,73
Johnson High School,District,3094650,4761,Alejandra Fox,9th,72,84
Johnson High School,District,3094650,4761,Bruce Berg,9th,94,64
Johnson High School,District,3094650,4761,Monica Guerra,10th,96,84
Johnson High School,District,3094650,4761,Christopher Simmons,10th,93,68
Johnson High School,District,3094650,4761,Tonya Eaton,12th,86,96
Johnson High School,District,3094650,4761,Kenneth Morrison,9th,96,81
Johnson High School,District,3094650,4761,Anthony Rose,12th,74,69
Johnson High School,District,3094650,4761,Michael Shannon,10th,55,87
Johnson High School,District,3094650,4761,Jennifer Thomas,10th,74,96
Johnson High School,District,3094650,4761,Michelle Briggs,9th,57,66
Johnson High School,District,3094650,4761,April Booker,9th,61,88
Johnson High School,District,3094650,4761,Christopher Thompson,12th,62,69
Johnson High School,District,3094650,4761,Steven Velasquez,9th,69,79
Johnson High School,District,3094650,4761,Adam Rodriguez,12th,67,73
Johnson High School,District,3094650,4761,Emily Vaughn,9th,62,72
Johnson High School,District,3094650,4761,Shaun Ingram,9th,94,73
Johnson High School,District,3094650,4761,Dawn Myers,9th,76,90
Johnson High School,District,3094650,4761,John Solis,9th,85,77
Johnson High School,District,3094650,4761,Tina Smith,9th,83,90
Johnson High School,District,3094650,4761,Christine Scott,9th,95,93
Johnson High School,District,3094650,4761,April Smith,11th,66,63
Johnson High School,District,3094650,4761,Christopher Hernandez,10th,99,75
Johnson High School,District,3094650,4761,Matthew Murray,11th,82,67
Johnson High School,District,3094650,4761,Sarah Thomas,12th,83,75
Johnson High School,District,3094650,4761,Michael Carter,10th,73,76
Johnson High School,District,3094650,4761,Samantha Smith,12th,86,82
Johnson High School,District,3094650,4761,Jessica Mccarty,12th,92,80
Johnson High School,District,3094650,4761,Patricia Pearson,9th,88,94
Johnson High School,District,3094650,4761,Evelyn Calhoun,9th,85,90
Johnson High School,District,3094650,4761,Brittany Ray,9th,56,92
Johnson High School,District,3094650,4761,Rebecca Smith,10th,89,92
Johnson High School,District,3094650,4761,William Hill,11th,55,77
Johnson High School,District,3094650,4761,Mark Burgess,9th,90,73
Johnson High School,District,3094650,4761,Jessica Mckenzie,9th,63,95
Johnson High School,District,3094650,4761,Catherine James,12th,91,72
Johnson High School,District,3094650,4761,Tamara Parsons,11th,98,91
Johnson High School,District,3094650,4761,Elizabeth Lopez,9th,96,73
Johnson High School,District,3094650,4761,Paul Benjamin,9th,85,93
Johnson High School,District,3094650,4761,Randy Payne,9th,56,82
Johnson High School,District,3094650,4761,Andrew Shepard,10th,96,99
Johnson High School,District,3094650,4761,Donna Martin,10th,76,63
Johnson High School,District,3094650,4761,Melody Simmons,11th,99,81
Johnson High School,District,3094650,4761,Brianna Medina,11th,83,64
Johnson High School,District,3094650,4761,Clinton Wagner,9th,80,82
Johnson High School,District,3094650,4761,Kelly Herring,10th,71,93
Johnson High School,District,3094650,4761,Brendan Kim MD,10th,95,85
Johnson High School,District,3094650,4761,Kaitlyn Marshall,12th,84,90
Johnson High School,District,3094650,4761,Patrick Richard,9th,73,93
Johnson High School,District,3094650,4761,Courtney Mosley,11th,55,86
Johnson High School,District,3094650,4761,Lisa Horn,11th,72,90
Johnson High School,District,3094650,4761,Michelle Alvarez,10th,88,88
Johnson High School,District,3094650,4761,Kathleen Kirby,9th,55,64
Johnson High School,District,3094650,4761,Stephanie Murphy,9th,95,73
Johnson High School,District,3094650,4761,Lisa Mccoy,9th,57,69
Johnson High School,District,3094650,4761,John Mcconnell,10th,74,88
Johnson High School,District,3094650,4761,Jennifer Warren,10th,83,87
Johnson High School,District,3094650,4761,Casey Dickson,9th,82,67
Johnson High School,District,3094650,4761,Paul Duke,12th,85,64
Johnson High School,District,3094650,4761,Amanda Moore,11th,57,79
Johnson High School,District,3094650,4761,Daniel Peters,9th,70,90
Johnson High School,District,3094650,4761,Cesar Martinez,11th,92,82
Johnson High School,District,3094650,4761,Bobby Harris,9th,89,77
Johnson High School,District,3094650,4761,Kristen Brown,12th,95,85
Johnson High School,District,3094650,4761,Catherine Brown,11th,89,97
Johnson High School,District,3094650,4761,James Collins,9th,74,65
Johnson High School,District,3094650,4761,Darlene Harrison,9th,58,69
Johnson High School,District,3094650,4761,Gail Johnson,12th,67,94
Johnson High School,District,3094650,4761,Kevin Howard,11th,74,63
Johnson High School,District,3094650,4761,Autumn Nelson,9th,62,83
Johnson High School,District,3094650,4761,Robert Holt,11th,97,67
Johnson High School,District,3094650,4761,Timothy Hughes Jr.,9th,85,76
Johnson High School,District,3094650,4761,Hunter Elliott,11th,69,83
Johnson High School,District,3094650,4761,Katherine Smith,9th,75,76
Johnson High School,District,3094650,4761,William Campbell,10th,65,97
Johnson High School,District,3094650,4761,Emily Jackson,10th,64,97
Johnson High School,District,3094650,4761,Mark Harrison,11th,65,76
Johnson High School,District,3094650,4761,Parker Brown,9th,80,96
Johnson High School,District,3094650,4761,Ryan Johnston,10th,71,70
Johnson High School,District,3094650,4761,Phillip White,11th,74,69
Johnson High School,District,3094650,4761,Nathan Scott,9th,81,69
Johnson High School,District,3094650,4761,Dennis Graham,12th,58,84
Johnson High School,District,3094650,4761,Crystal Aguilar,11th,57,98
Johnson High School,District,3094650,4761,Julie Perez,9th,91,70
Johnson High School,District,3094650,4761,Jerry Cuevas,10th,72,90
Johnson High School,District,3094650,4761,Frank Cook,9th,76,95
Johnson High School,District,3094650,4761,Natalie Pratt,9th,70,73
Johnson High School,District,3094650,4761,Amy Thomas,10th,70,84
Johnson High School,District,3094650,4761,Alicia Brown,10th,67,63
Johnson High School,District,3094650,4761,Robert Jenkins,11th,78,75
Johnson High School,District,3094650,4761,Brandon Gordon,9th,90,66
Johnson High School,District,3094650,4761,Louis Freeman,11th,72,95
Johnson High School,District,3094650,4761,Jeffrey Crawford,10th,75,87
Johnson High School,District,3094650,4761,Kathryn Parrish,10th,61,88
Johnson High School,District,3094650,4761,Joshua Nguyen,12th,60,85
Johnson High School,District,3094650,4761,Michael Lynch,11th,62,79
Johnson High School,District,3094650,4761,Michael Dixon,10th,70,76
Johnson High School,District,3094650,4761,Dr. Carlos Mcdonald,10th,58,81
Johnson High School,District,3094650,4761,Angela Jackson,12th,68,65
Johnson High School,District,3094650,4761,Joanna Allen,11th,75,93
Johnson High School,District,3094650,4761,Kimberly Delacruz,11th,90,76
Johnson High School,District,3094650,4761,Sonya Bryant,9th,78,68
Johnson High School,District,3094650,4761,Andrew Chan,10th,87,98
Johnson High School,District,3094650,4761,Mark Taylor,9th,65,66
Johnson High School,District,3094650,4761,Shawn Black,11th,99,80
Johnson High School,District,3094650,4761,Robin Vargas,11th,82,92
Johnson High School,District,3094650,4761,Mary Jones,10th,73,74
Johnson High School,District,3094650,4761,Madison Warner,11th,83,66
Johnson High School,District,3094650,4761,Morgan Perkins,10th,72,73
Johnson High School,District,3094650,4761,Paul Thompson,9th,76,72
Johnson High School,District,3094650,4761,Jesse Jackson,9th,73,74
Johnson High School,District,3094650,4761,Kathleen Brooks,12th,60,75
Johnson High School,District,3094650,4761,Sean Lopez,11th,60,83
Johnson High School,District,3094650,4761,Michael Johnson,10th,90,72
Johnson High School,District,3094650,4761,Michael White,11th,60,96
Johnson High School,District,3094650,4761,Rebecca Dyer,9th,87,71
Johnson High School,District,3094650,4761,Kathleen Fisher,9th,86,75
Johnson High School,District,3094650,4761,Michael Flores,10th,75,99
Johnson High School,District,3094650,4761,Amanda Johnson,12th,77,88
Johnson High School,District,3094650,4761,Lisa Jones,10th,55,89
Johnson High School,District,3094650,4761,Arthur Bradley,9th,56,91
Johnson High School,District,3094650,4761,Alexander Hill,9th,68,79
Johnson High School,District,3094650,4761,Oscar Pierce,9th,85,64
Johnson High School,District,3094650,4761,Pamela Collins,11th,75,80
Johnson High School,District,3094650,4761,Jack Reed,9th,92,92
Johnson High School,District,3094650,4761,Timothy Pacheco,11th,82,77
Johnson High School,District,3094650,4761,Elizabeth Baker,10th,88,78
Johnson High School,District,3094650,4761,Gary Dean,11th,72,67
Johnson High School,District,3094650,4761,Rebecca Henderson,11th,94,68
Johnson High School,District,3094650,4761,Ronald Navarro,10th,74,65
Johnson High School,District,3094650,4761,Melinda Cardenas,10th,93,87
Johnson High School,District,3094650,4761,Tanya Joseph,9th,73,88
Johnson High School,District,3094650,4761,Chad Bryant DDS,11th,72,63
Johnson High School,District,3094650,4761,Matthew Foster,12th,58,89
Johnson High School,District,3094650,4761,Phyllis Williams,9th,82,71
Johnson High School,District,3094650,4761,Samantha Little,10th,75,97
Johnson High School,District,3094650,4761,Teresa Salazar,10th,98,66
Johnson High School,District,3094650,4761,Taylor Ellis,10th,72,96
Johnson High School,District,3094650,4761,Eric Jones,12th,71,80
Johnson High School,District,3094650,4761,Charles Watts,11th,91,99
Johnson High School,District,3094650,4761,Angela Bates,10th,82,71
Johnson High School,District,3094650,4761,Craig Thompson,10th,93,75
Johnson High School,District,3094650,4761,Glen Fisher,11th,60,87
Johnson High School,District,3094650,4761,Lisa Brown,12th,97,72
Johnson High School,District,3094650,4761,Brooke Daniel,9th,69,86
Johnson High School,District,3094650,4761,Michael Myers,9th,73,82
Johnson High School,District,3094650,4761,Sara Brock,12th,94,77
Johnson High School,District,3094650,4761,Gina Nguyen DDS,10th,72,82
Johnson High School,District,3094650,4761,Elizabeth Hernandez,9th,98,96
Johnson High School,District,3094650,4761,Cynthia Brennan,9th,83,70
Johnson High School,District,3094650,4761,John Leon,12th,59,69
Johnson High School,District,3094650,4761,Thomas Hart,10th,62,63
Johnson High School,District,3094650,4761,Benjamin Carter,11th,55,87
Johnson High School,District,3094650,4761,Jeffrey Thompson,9th,90,89
Johnson High School,District,3094650,4761,Kelly Vargas,9th,70,93
Johnson High School,District,3094650,4761,Janice Luna,11th,81,90
Johnson High School,District,3094650,4761,Kimberly Rosales,12th,88,88
Johnson High School,District,3094650,4761,Jason Ryan,10th,69,80
Johnson High School,District,3094650,4761,Reginald Carpenter,9th,60,85
Johnson High School,District,3094650,4761,Haley Thompson,9th,60,73
Johnson High School,District,3094650,4761,Debra Jackson,9th,93,72
Johnson High School,District,3094650,4761,Manuel Johnson,12th,61,70
Johnson High School,District,3094650,4761,Daniel Johnson,9th,80,79
Johnson High School,District,3094650,4761,Amanda Jones,12th,68,65
Johnson High School,District,3094650,4761,Laura Patterson,9th,94,85
Johnson High School,District,3094650,4761,Andrew Cox,10th,55,95
Johnson High School,District,3094650,4761,David Sanchez,9th,66,83
Johnson High School,District,3094650,4761,Raymond Bennett,10th,74,75
Johnson High School,District,3094650,4761,Haley Michael,11th,89,69
Johnson High School,District,3094650,4761,Erin Gilbert,12th,76,85
Johnson High School,District,3094650,4761,Todd Carter,10th,69,94
Johnson High School,District,3094650,4761,Jeffrey Gross,11th,94,65
Johnson High School,District,3094650,4761,Brian Miller,12th,94,88
Johnson High School,District,3094650,4761,Erin Mcfarland,9th,60,82
Johnson High School,District,3094650,4761,James Sandoval,12th,61,89
Johnson High School,District,3094650,4761,Lisa Sandoval,10th,71,94
Johnson High School,District,3094650,4761,Eric Tucker,10th,83,73
Johnson High School,District,3094650,4761,Brent Benitez,12th,60,80
Johnson High School,District,3094650,4761,Michael Whitaker,12th,99,81
Johnson High School,District,3094650,4761,Christopher Cook,11th,76,84
Johnson High School,District,3094650,4761,Kimberly Griffin,9th,61,82
Johnson High School,District,3094650,4761,Mark Bright,10th,67,87
Johnson High School,District,3094650,4761,Jeffrey Bryan,12th,65,98
Johnson High School,District,3094650,4761,Lauren Watson,10th,55,79
Johnson High School,District,3094650,4761,Courtney Steele,11th,96,75
Johnson High School,District,3094650,4761,Jeanette Sutton,12th,67,82
Johnson High School,District,3094650,4761,James Lee,11th,63,97
Johnson High School,District,3094650,4761,Rachel Edwards,11th,68,99
Johnson High School,District,3094650,4761,Stephen Dillon,12th,58,72
Johnson High School,District,3094650,4761,Nicole Marsh,9th,58,80
Johnson High School,District,3094650,4761,Dr. James Myers,9th,85,95
Johnson High School,District,3094650,4761,Nathan Sanders,12th,86,87
Johnson High School,District,3094650,4761,Kimberly Price,9th,87,90
Johnson High School,District,3094650,4761,Jesse Hudson,12th,95,83
Johnson High School,District,3094650,4761,Ashley Sullivan,9th,64,97
Johnson High School,District,3094650,4761,Jessica Whitney,12th,77,89
Johnson High School,District,3094650,4761,Linda Delacruz,10th,74,68
Johnson High School,District,3094650,4761,Frank Johnson,9th,68,70
Johnson High School,District,3094650,4761,Ryan Smith,10th,72,84
Johnson High School,District,3094650,4761,Anna Patterson,12th,60,63
Johnson High School,District,3094650,4761,Sarah Flynn,11th,64,69
Johnson High School,District,3094650,4761,Melanie Jones,11th,61,69
Johnson High School,District,3094650,4761,Nathan Flores,11th,86,85
Johnson High School,District,3094650,4761,Heather Hensley,12th,56,84
Johnson High School,District,3094650,4761,Heidi Simpson,11th,89,63
Johnson High School,District,3094650,4761,Michael Thomas,9th,61,83
Johnson High School,District,3094650,4761,Patricia Willis,9th,71,69
Johnson High School,District,3094650,4761,Jeffrey Howell,9th,80,89
Johnson High School,District,3094650,4761,Thomas Rogers,10th,97,70
Johnson High School,District,3094650,4761,Christopher Burch,11th,61,78
Johnson High School,District,3094650,4761,Justin Williams,9th,90,83
Johnson High School,District,3094650,4761,George Foster,10th,95,81
Johnson High School,District,3094650,4761,Meagan Browning MD,10th,84,63
Johnson High School,District,3094650,4761,Kelly Bowers,11th,91,83
Johnson High School,District,3094650,4761,Katelyn Fowler,10th,66,80
Johnson High School,District,3094650,4761,Tyler Vargas,12th,62,95
Johnson High School,District,3094650,4761,Daniel Mejia,11th,73,75
Johnson High School,District,3094650,4761,Lauren Perry,9th,62,76
Johnson High School,District,3094650,4761,Jimmy Campbell,11th,84,69
Johnson High School,District,3094650,4761,Thomas Drake,9th,72,97
Johnson High School,District,3094650,4761,Paul Barnes,9th,95,92
Johnson High School,District,3094650,4761,Cassandra Parker,10th,59,81
Johnson High School,District,3094650,4761,Cynthia Hendrix,9th,55,97
Johnson High School,District,3094650,4761,Eugene Barker,12th,62,94
Johnson High School,District,3094650,4761,Douglas Alexander,9th,67,72
Johnson High School,District,3094650,4761,Alexander Flores,9th,95,70
Johnson High School,District,3094650,4761,Scott Brooks,9th,84,63
Johnson High School,District,3094650,4761,Christopher Bird,12th,81,68
Johnson High School,District,3094650,4761,Lisa Torres,10th,93,78
Johnson High School,District,3094650,4761,Elizabeth Gibbs,10th,91,91
Johnson High School,District,3094650,4761,Michael Murphy,10th,82,75
Johnson High School,District,3094650,4761,Carrie Sanchez,10th,79,76
Johnson High School,District,3094650,4761,Emily Smith,12th,76,67
Johnson High School,District,3094650,4761,Richard Carpenter,11th,72,87
Johnson High School,District,3094650,4761,Shannon Cherry,10th,62,88
Johnson High School,District,3094650,4761,Martha Rollins,11th,69,89
Johnson High School,District,3094650,4761,Pamela Ramsey,10th,59,92
Johnson High School,District,3094650,4761,Alyssa Roberts,11th,97,68
Johnson High School,District,3094650,4761,Russell Marks,10th,69,66
Johnson High School,District,3094650,4761,Margaret Riley,11th,97,77
Johnson High School,District,3094650,4761,Wanda Garrett,12th,66,98
Johnson High School,District,3094650,4761,James Mathews,11th,88,99
Johnson High School,District,3094650,4761,Amy Hensley,11th,81,96
Johnson High School,District,3094650,4761,Misty Stanley,12th,95,71
Johnson High School,District,3094650,4761,William Rose,12th,58,63
Johnson High School,District,3094650,4761,Jacob Mccall,12th,78,72
Johnson High School,District,3094650,4761,Stephanie Morris,10th,99,71
Johnson High School,District,3094650,4761,Robert Moore,11th,68,77
Johnson High School,District,3094650,4761,Tracy Merritt,11th,67,73
Johnson High School,District,3094650,4761,Jose Walker,12th,61,84
Johnson High School,District,3094650,4761,Kelsey Walker,9th,58,84
Johnson High School,District,3094650,4761,Erica Fritz,9th,86,78
Johnson High School,District,3094650,4761,Julie Lewis,9th,74,88
Johnson High School,District,3094650,4761,Patrick Powell,12th,72,64
Johnson High School,District,3094650,4761,Jason Hicks,9th,71,92
Johnson High School,District,3094650,4761,Wesley Guerra,10th,89,98
Johnson High School,District,3094650,4761,Laura Glover,9th,75,92
Johnson High School,District,3094650,4761,Andrew Ferguson,12th,72,82
Johnson High School,District,3094650,4761,Tyler Torres,9th,81,75
Johnson High School,District,3094650,4761,Christine Jones,11th,96,97
Johnson High School,District,3094650,4761,Amy Garrett,9th,76,66
Johnson High School,District,3094650,4761,David Lamb,12th,75,94
Johnson High School,District,3094650,4761,Brooke Bird,11th,71,78
Johnson High School,District,3094650,4761,Andrew Nixon,10th,59,66
Johnson High School,District,3094650,4761,Michael Barton,9th,91,72
Johnson High School,District,3094650,4761,Justin Ramos,9th,79,97
Johnson High School,District,3094650,4761,Michael Blake,10th,71,92
Johnson High School,District,3094650,4761,Michelle Watson,11th,84,63
Johnson High School,District,3094650,4761,Taylor Atkins,10th,62,67
Johnson High School,District,3094650,4761,Alisha Odonnell,12th,88,83
Johnson High School,District,3094650,4761,Jason Anderson,12th,67,83
Johnson High School,District,3094650,4761,Hannah Cooper,11th,98,69
Johnson High School,District,3094650,4761,Christopher Thompson,9th,91,80
Johnson High School,District,3094650,4761,Julie Martinez,10th,96,84
Johnson High School,District,3094650,4761,Tina Berry,10th,77,83
Johnson High School,District,3094650,4761,Christian Alvarado,10th,79,92
Johnson High School,District,3094650,4761,Jacob Anderson,9th,79,67
Johnson High School,District,3094650,4761,Anthony Rogers,11th,99,63
Johnson High School,District,3094650,4761,Antonio Davis,12th,65,70
Johnson High School,District,3094650,4761,Danny Rasmussen,12th,93,70
Johnson High School,District,3094650,4761,Maria Jones,9th,95,74
Johnson High School,District,3094650,4761,Ethan Hunt,9th,83,70
Johnson High School,District,3094650,4761,Brandon Young,9th,81,74
